AIRO_ID,Roll_No,Off_Name,Add_1,Add_2,Add_3,Add_4,County,Ethos,Island,DEIS,Gaeltacht,M_13_14,F_13_14,T_13_14,xcoord,ycoord,Long,Lat,Sex
152,14757N,S N MHAINISTIR CHUINCHE,QUIN,CO CLARE,,,Clare,CATHOLIC,N,N,N,131,141,272,142024.0,174341.0,-8.86001,52.817,Mixed
153,14830U,BAREFIELD MIXED N S,ENNIS,CO CLARE,,,Clare,CATHOLIC,N,N,N,205,179,384,136518.0,182572.0,-8.94327,52.8903,Mixed
154,15042A,ENNIS N S,ENNIS,CO CLARE,,,Clare,CATHOLIC,N,N,N,302,289,591,133520.0,177128.0,-8.9867,52.841,Mixed
155,15221A,ANNAGH N S,MILTOWN MALBAY,CO CLARE,,,Clare,CATHOLIC,N,Y,N,51,27,78,104696.0,175463.0,-9.4139,52.8218,Mixed
156,15279I,CLOONEY N S,CLOONEY NS,TULLA,ENNIS,CO CLARE,Clare,CATHOLIC,N,N,N,52,47,99,142037.0,180339.0,-8.86088,52.8709,Mixed
157,15301V,KILDYSART N S,ENNIS ROAD,KILDYSART,CO CLARE,,Clare,CATHOLIC,N,N,N,75,76,151,125446.0,159060.0,-9.1024,52.6776,Mixed
158,15350L,STONEHALL N S,NEWMARKET ON FERGUS,CO CLARE,,,Clare,CATHOLIC,N,N,N,55,55,110,138560.0,164136.0,-8.909469999999999,52.7249,Mixed
159,15370R,KILLALOE BOYS N S,KILLALOE,CO CLARE,,,Clare,CATHOLIC,N,N,N,118,0,118,170056.0,172640.0,-8.44405,52.803999999999995,Male
160,15408Q,CONNOLLY N S,ENNIS,CO CLARE,,,Clare,CATHOLIC,N,N,N,22,24,46,120460.0,176113.0,-9.18025,52.8302,Mixed
161,15981A,LAKYLE N S,WHITEGATE VIA LIMERICK,CO CLARE,,,Clare,CATHOLIC,N,N,N,26,26,52,175710.0,189185.0,-8.36144,52.9529,Mixed
162,16186G,INCH N S,ENNIS,CO CLARE,,,Clare,CATHOLIC,N,N,N,52,58,110,128691.0,175123.0,-9.05792,52.8224,Mixed
163,16677C,BUNSCOIL NA MBRAITHRE,ENNIS,CO CLARE,,,Clare,CATHOLIC,N,N,N,350,296,646,134191.0,177899.0,-8.9769,52.8481,Mixed
164,16908S,SIXMILEBRIDGE N S,ENNIS,CO CLARE,,,Clare,CATHOLIC,N,N,N,265,227,492,147472.0,166073.0,-8.77787,52.7432,Mixed
165,16930L,SCOIL AN SRAITH  S N,TULACH BRACH,CILL ROIS,CO AN CHLAIR,,Clare,CATHOLIC,N,N,N,15,7,22,99067.0,162414.0,-9.49337,52.7035,Mixed
166,16946D,SN AN PHAIRTIN MIXED,PARTEEN,CO LIMERICK,,,Clare,CATHOLIC,N,N,N,183,185,368,158470.0,160579.0,-8.61432,52.6948,Mixed
167,17020A,QUILTY NS,QUILTY,ENNIS,CO CLARE,,Clare,CATHOLIC,N,Y,N,23,23,46,101958.0,174237.0,-9.454139999999999,52.8103,Mixed
168,17026M,CLARECASTLE NATIONAL SCHOOL,INIS,CO CLARE,,,Clare,CATHOLIC,N,N,N,191,192,383,134620.0,174409.0,-8.96983,52.8167,Mixed
169,17246D,S N CLUAIN AN ATHA,EIDHNEACH,INIS,CO CLARE,,Clare,CATHOLIC,N,N,N,12,17,29,114292.0,180363.0,-9.27287,52.8674,Mixed
170,17270A,S N COLM CILLE,INIS DIOMAIN,CO CLARE,,,Clare,CATHOLIC,N,N,N,20,21,41,117387.0,187493.0,-9.22872,52.9319,Mixed
171,17517I,DOOLIN MIXED N S,ENNIS,CO CLARE,,,Clare,CATHOLIC,N,N,N,40,32,72,107975.0,196670.0,-9.37128,53.0129,Mixed
172,17563P,OGONNELLOE NATIONAL SCHOOL,OGONNELLOE,TUAMGRANEY,SCARIFF,CO CLARE,Clare,CATHOLIC,N,N,N,57,48,105,169181.0,180208.0,-8.45774,52.8719,Mixed
173,17583V,S N CNOC AN EIN,INIS,CO CLARE,,,Clare,CATHOLIC,N,N,N,136,142,278,137487.0,178553.0,-8.9281,52.8543,Mixed
174,17633K,S N EOIN BAISTE,BALLYVAUGHAN,VIA GALWAY,CO CLARE,,Clare,CATHOLIC,N,N,N,23,19,42,122761.0,207661.0,-9.15364,53.1139,Mixed
175,17687K,S N TULACH CRUINN,CILL RUIS,CO CLARE,,,Clare,CATHOLIC,N,N,N,13,5,18,108683.0,160790.0,-9.35069,52.6906,Mixed
176,17801F,S N NA MAIGHDINE MUIRE,BROADFORD,CO CLARE,,,Clare,CATHOLIC,N,N,N,67,58,125,157370.0,172678.0,-8.63217,52.8035,Mixed
177,17816S,COORACLARE B N S,CILL ROIS,CO CLARE,,,Clare,CATHOLIC,N,N,N,55,54,109,103970.0,162497.0,-9.420869999999999,52.7051,Mixed
178,17832Q,KILNABOY N S,ENNIS,CO CLARE,,,Clare,CATHOLIC,N,N,N,39,51,90,127533.0,191776.0,-9.07881,52.9719,Mixed
179,17847G,S N AIBHISTIN NAOFA,CILL SEANAIGH,INIS,CO AN CHLAIR,,Clare,CATHOLIC,N,N,N,16,13,29,112662.0,193284.0,-9.30054,52.9832,Mixed
180,17898A,S N IOSEP NAOFA,BROADFORD,VIA LIMERICK,CO CLARE,,Clare,CATHOLIC,N,N,N,4,2,6,161880.0,172745.0,-8.5653,52.8044,Mixed
181,17957N,ENNIS CONVENT INF N S,ENNIS,CO CLARE,,,Clare,CATHOLIC,N,Y,N,109,100,209,133938.0,177253.0,-8.98052,52.8422,Mixed
182,18032M,S N CLUAIN MUINGE,CLONMONEY,NEWMARKET-ON-FERGUS,CO CLARE,,Clare,CATHOLIC,N,N,N,79,72,151,143532.0,163113.0,-8.83571,52.7162,Mixed
183,18109V,S N INIS CEALTRACH,MOUNTSHANNON,CO. CLARE,VIA LIMERICK,,Clare,CATHOLIC,N,N,N,36,29,65,170355.0,186944.0,-8.44092,52.9325,Mixed
184,18168O,S N AN CHRIOCH,AN CHRIOCH,CO AN CHLAIR,,,Clare,CATHOLIC,N,N,N,16,25,41,103421.0,167136.0,-9.43036,52.7467,Mixed
185,18190H,S N CRONAIN NFA AN CARN,INIS,CO CLARE,,,Clare,CATHOLIC,N,N,N,9,12,21,127927.0,199076.0,-9.07457,53.0375,Mixed
186,18225A,S N MHUIRE MILIUC,LUIMNEACH,CO LUIMNI,,,Clare,CATHOLIC,N,N,N,75,73,148,154483.0,160813.0,-8.67333,52.6966,Mixed
187,18227E,SCOIL MHUIRE NAISIUNTA,CORA  FINNE,CO AN CHLAIR,,,Clare,CATHOLIC,N,N,N,65,68,133,128880.0,188753.0,-9.0581,52.9449,Mixed
188,18327I,S N CNOC DOIRE,COORACLARE,KILRUSH,CO CLARE,,Clare,CATHOLIC,N,N,N,15,13,28,105562.0,156861.0,-9.395710000000001,52.6548,Mixed
189,18339P,SN IOSEF NAOFA,AN MHAIGH,LEACHT UI CHONCHUBHAIR,INIS,CO AN CHLAIR,Clare,CATHOLIC,N,N,N,14,11,25,110421.0,184191.0,-9.331389999999999,52.9012,Mixed
190,18359V,S N CUAN,CILL BEATHACH,INIS,CO CLARE,,Clare,CATHOLIC,N,N,N,15,20,35,73562.0,148800.0,-9.86532,52.5759,Mixed
191,18410S,S N LIOSCEANUIR,INIS,CO CLARE,,,Clare,CATHOLIC,N,N,N,43,36,79,106244.0,188084.0,-9.39458,52.9354,Mixed
192,18467B,S N BAILE AN DROICHID,OBRIENS BRIDGE,LIMERICK,,,Clare,CATHOLIC,N,N,N,67,60,127,164632.0,167918.0,-8.52397,52.7612,Mixed
193,18526O,BALLYCAR N S,NEWMARKET ON FERGUS,CO CLARE,,,Clare,CATHOLIC,N,N,N,20,19,39,142462.0,168883.0,-8.85255,52.768,Mixed
194,18540I,CLUAIN DRAIGNEACH,CLUAIN DRAIGHNEACH,LIOS UI CHATASAI,INIS,CO AN CHLAIR,Clare,CATHOLIC,N,N,N,15,5,20,124466.0,165216.0,-9.118310000000001,52.7328,Mixed
195,18541K,S N CATHAIR AODHA,LISSYCASEY,ENNIS,CO CLARE,,Clare,CATHOLIC,N,N,N,21,16,37,125733.0,168932.0,-9.100389999999999,52.7664,Mixed
196,18555V,LISSYCASEY N S,ENNIS,CO CLARE,,,Clare,CATHOLIC,N,N,N,65,70,135,120550.0,165858.0,-9.17643,52.738,Mixed
197,18565B,S N MA SHEASTA,MOYASTA,CO CLARE,,,Clare,CATHOLIC,N,N,N,25,29,54,95904.0,158761.0,-9.53899,52.6701,Mixed
198,18624O,MERCY CONVENT KILLALOE,KILLALOE,CO CLARE,,,Clare,CATHOLIC,N,N,N,0,93,93,170299.0,172842.0,-8.44046,52.8058,Female
199,18630J,CARRIGAHOLT MIXED N S,CARRIGAHOLT,ENNIS,CO CLARE,,Clare,CATHOLIC,N,N,N,12,11,23,84278.0,151490.0,-9.70825,52.6024,Mixed
200,18639E,S N BAILE NA CAILLI,ENNIS,CO CLARE,,,Clare,CATHOLIC,N,N,N,45,59,104,128064.0,163581.0,-9.064689999999999,52.7186,Mixed
201,18696Q,S N DUBH RATH,CAISLEAN AN CHLAR,CO CLARE,,,Clare,CATHOLIC,N,N,N,50,41,91,138485.0,174664.0,-8.912560000000001,52.8195,Mixed
202,18720K,MILTOWN MALBAY B N S,MILTOWN MALBAY,CO CLARE,,,Clare,CATHOLIC,N,N,N,41,57,98,105559.0,178905.0,-9.4021,52.8528,Mixed
203,18739I,SHANNON AIRPORT 1 N S,SHANNON AIRPORT,CO CLARE,,,Clare,CATHOLIC,N,N,N,53,67,120,139860.0,161243.0,-8.8897,52.699,Mixed
204,18740Q,SHANNON AIRPORT NO 2 NS,SHANNON AIRPORT,CO CLARE,,,Clare,CHURCH OF IRELAND,N,N,N,13,2,15,139547.0,161329.0,-8.89435,52.6998,Mixed
205,18753C,SAINT MARYS N S LAHINCH,INIS,CO CLARE,,,Clare,CATHOLIC,N,N,N,75,76,151,109612.0,187289.0,-9.34427,52.9289,Mixed
206,18768P,FORGLEANN N S,FORGLEANN,LEACHT UI CHONCHUIR,CO AN CHLAIR,,Clare,CATHOLIC,N,N,N,24,17,41,114295.0,184855.0,-9.274,52.9078,Mixed
207,18846J,AN DAINGIN,TULLA,ENNIS,CO CLARE,,Clare,CATHOLIC,N,N,N,12,10,22,146166.0,175434.0,-8.79875,52.8272,Mixed
208,18950E,Dromindoora N.S.,CAHER,VIA LIMERICK,CO CLARE,,Clare,CATHOLIC,N,N,N,16,15,31,151620.0,194286.0,-8.72064,52.9972,Mixed
209,19043W,NEW QUAY NS,BURREN,CO CLARE,VIA GALWAY,,Clare,CATHOLIC,N,N,N,10,19,29,127860.0,211093.0,-9.07827,53.1455,Mixed
210,19274S,ST CONAIRES NS,SHANNON,CO CLARE,,,Clare,CATHOLIC,N,N,N,248,252,500,141205.0,161984.0,-8.86994,52.7059,Mixed
211,19338S,FLAGMOUNT CENTRAL NS,FLAGMOUNT CENTRAL NS,FLAGMOUNT,CAHER,CO CLARE,Clare,CATHOLIC,N,N,N,33,27,60,156691.0,192991.0,-8.64494,52.986000000000004,Mixed
212,19366A,SCARIFF CENTRAL N S,SCARIFF,CO CLARE,,,Clare,CATHOLIC,N,N,N,89,80,169,164280.0,185114.0,-8.53106,52.9157,Mixed
213,19386G,LABASHEEDA CENTRAL N S,LABASHEEDA,CO CLARE,,,Clare,CATHOLIC,N,N,N,6,11,17,115202.0,152986.0,-9.25228,52.6216,Mixed
214,19442N,RUAN CENTRAL NS,RUAN,ENNIS,CO CLARE,,Clare,CATHOLIC,N,N,N,57,54,111,133569.0,187411.0,-8.98807,52.9334,Mixed
215,19551S,INCHICRONAN CENTRAL NS,CRUSHEEN,CO CLARE,,,Clare,CATHOLIC,N,N,N,52,49,101,139943.0,187584.0,-8.893310000000001,52.9358,Mixed
216,19552U,NAOMH TOLA,SHANNON,CO CLARE,,,Clare,CATHOLIC,N,N,N,121,112,233,140154.0,161731.0,-8.88544,52.7035,Mixed
217,19559L,CHRIOST RI,CLOUGHLEIGH,ENNIS,CO CLARE,,Clare,CATHOLIC,N,Y,N,111,115,226,133158.0,177849.0,-8.99222,52.8475,Mixed
218,19698C,ST AIDANS NS,SMITHSTOWN,SHANNON,CO CLARE,,Clare,CATHOLIC,N,N,N,136,129,265,141646.0,162532.0,-8.86351,52.7108,Mixed
219,19700J,LISDOONVARNA N S,LISDOONVARNA,CO CLARE,,,Clare,CATHOLIC,N,N,N,55,57,112,113588.0,198564.0,-9.28817,53.0308,Mixed
220,19838P,GAEL SC MHICHIL CHIOSOG,INIS,CO AN CHLAIR,,,Clare,CATHOLIC,N,N,N,154,193,347,133978.0,178742.0,-8.98023,52.8556,Mixed
221,19849U,GAELSCOIL DONNCHA RUA,SIONNA,CO AN CHLAIR,,,Clare,CATHOLIC,N,N,N,37,41,78,140810.0,161932.0,-8.87577,52.7053,Mixed
222,19999Q,GAELSCOIL UI CHOIMIN,AN T-IONAD OIGE,CILL ROIS,CO AN CHLAIR,,Clare,CATHOLIC,N,N,N,27,41,68,99442.0,155320.0,-9.48565,52.6398,Mixed
223,20041C,CONVENT OF MERCY NATIONAL SCHOOL,KILRUSH,CO CLARE,,,Clare,CATHOLIC,N,Y,N,142,147,289,99377.0,155305.0,-9.48661,52.6397,Mixed
224,20075T,ST MOCHULLAS N.S.,ENNIS ROAD,TULLA,CO CLARE,,Clare,CATHOLIC,N,N,N,137,147,284,148739.0,179880.0,-8.761280000000001,52.8674,Mixed
225,20078C,SN REALT NA MARA,CHAPEL ST,KILKEE,CO CLARE,,Clare,CATHOLIC,N,Y,N,36,40,76,88674.0,159839.0,-9.6462,52.6783,Mixed
226,20086B,ENNIS EDUCATE TOGETHER NS,GORT ROAD,ENNIS,CO CLARE,,Clare,MULTI DENOMINATIONAL,N,Y,N,60,49,109,133831.0,179109.0,-8.982489999999999,52.8589,Mixed
227,20127M,SCOIL NA MAIGHDINE MHUIRE,CORA CHAITHLIN,INIS,CO AN CHLAIR,,Clare,CATHOLIC,N,N,N,94,98,192,139472.0,168372.0,-8.89675,52.7631,Mixed
228,20149W,ST FACHNAN & ST ATTRACTAS N S,KILFENORA,CO CLARE,,,Clare,CATHOLIC,N,N,N,27,35,62,118039.0,193875.0,-9.22064,52.9894,Mixed
229,20245S,Ennistymon National School,Ennistymon,Co. Clare,,,Clare,CATHOLIC,N,Y,N,61,59,120,112753.0,188272.0,-9.297839999999999,52.9382,Mixed
230,20312H,Raheen Wood Steiner School,Tuamgraney,Co Clare,,,Clare,MULTI DENOMINATIONAL,N,N,N,39,49,88,164982.0,182513.0,-8.52035,52.8924,Mixed
231,20313J,Mol an Oige,Ennistoymon,Clare,,,Clare,MULTI DENOMINATIONAL,N,Y,N,69,61,130,112731.0,187932.0,-9.29807,52.9351,Mixed
232,20404M,Coore National School,Mullagh,Ennis,County Clare,,Clare,CATHOLIC,N,Y,N,12,14,26,103970.0,162497.0,-9.420869999999999,52.7051,Mixed
233,20434V,Scoil Mhichil,Cahermurphy,Kilmihil,,,Clare,CATHOLIC,N,N,N,19,15,34,109607.51,167539.95,-9.33887,52.7514,Mixed
234,01197D,STRAWBERRY HILL B N S,SUNDAYS WELL,CORK,,,Cork,CATHOLIC,N,Y,N,177,0,177,165606.0,72135.0,-8.49974,51.9005,Male
235,02707F,SUNDAYS WELL G N S,CORK,CO CORK,,,Cork,CATHOLIC,N,Y,N,0,166,166,165572.0,72134.0,-8.50024,51.9004,Female
236,05940D,SCOIL URSULA,BLACKROCK,CO CORK,,,Cork,CATHOLIC,N,Y,N,69,87,156,171543.0,71548.0,-8.41343,51.8955,Mixed
237,12203G,S N NAOMH ANTAINE,BALLINLOUGH,CORK,,,Cork,CATHOLIC,N,N,N,796,0,796,169211.0,70701.0,-8.447239999999999,51.8878,Male
238,12473M,GREENMOUNT MONASTERY NS,SCOIL MUIRE NA NGRAS,GREENMOUNT,CO CORK,,Cork,CATHOLIC,N,Y,N,165,104,269,166982.0,71056.0,-8.47965,51.8908,Mixed
239,13648D,ST LUKES MXD N S,MAHONYS AVE,CORK,,,Cork,CHURCH OF IRELAND,N,N,N,43,44,87,168626.0,72465.0,-8.45589,51.9036,Mixed
240,13696O,ST VINCENTS CONVENT N S,ST MARYS ROAD,CORK,,,Cork,CATHOLIC,N,Y,N,50,259,309,167016.0,72685.0,-8.47931,51.9055,Mixed
241,13980L,S N B TOGHER CORK,TOGHER,CORK,,,Cork,CATHOLIC,N,N,N,308,0,308,165859.0,69164.0,-8.49577,51.8738,Male
242,14000C,SCOIL NAOMH MHUIRE,N MHUIRE AN OILEAIN,Bishop Street,CORK,,Cork,CATHOLIC,N,Y,N,77,148,225,166953.0,71476.0,-8.48011,51.8946,Mixed
243,14198D,NAOMH EOIN EASPAL,MAYFIELD,CO CORK,,,Cork,CATHOLIC,N,Y,N,107,0,107,170341.0,73639.0,-8.43108,51.9142,Male
244,15781P,BALLINTEMPLE N S,BALLINTEMPLE N S,CRAB LANE,CORK,,Cork,CATHOLIC,N,N,N,111,102,213,169782.0,71248.0,-8.438989999999999,51.8927,Mixed
245,16339F,S N IOSEF NAOFA,MARDYKE,CORK,,,Cork,CATHOLIC,N,N,N,214,0,214,166504.0,71694.0,-8.48665,51.8965,Male
246,16680O,SCOIL COLMCILLE,BLARNEY ST,CORK,,,Cork,CATHOLIC,N,Y,N,196,0,196,166795.0,72191.0,-8.48247,51.901,Male
247,17024I,SCOIL NA CROISE NAOFA,MAHON,CORK,,,Cork,CATHOLIC,N,Y,N,131,96,227,172376.0,71369.0,-8.40132,51.8939,Mixed
248,17045Q,ST PATRICKS B N S,BALLYHOOLEY ROAD,CORK,,,Cork,CATHOLIC,N,Y,N,215,0,215,168758.0,72861.0,-8.45401,51.9072,Male
249,17105I,MUIRE GAN SMAL C,GLASHEEN,CORK,,,Cork,CATHOLIC,N,Y,N,1,201,202,165711.0,70581.0,-8.49806,51.8865,Mixed
250,17313P,OUR LADY OF LOURDES,BALLINLOUGH,CORK,,,Cork,CATHOLIC,N,N,N,0,250,250,168738.0,70891.0,-8.45412,51.8895,Female
251,17993R,SCOIL MHUIRE GAN SMAL B,GLASHEEN,CORK,,,Cork,CATHOLIC,N,Y,N,320,0,320,165711.0,70581.0,-8.49806,51.8865,Male
252,18153B,S N PADRAIG NAOFA C,DILLONS CROSS,CORK,,,Cork,CATHOLIC,N,Y,N,0,225,225,168769.0,72942.0,-8.45386,51.9079,Female
253,18154D,S N PADRAIG NAOFA,DILLONS CROSS,CORK,,,Cork,CATHOLIC,N,Y,N,81,52,133,168745.0,72847.0,-8.4542,51.907,Mixed
254,18217B,SCOIL PADRE PIO N S,CHURCHFIELD,CORK CITY,,,Cork,CATHOLIC,N,Y,N,128,105,233,166178.0,72824.0,-8.4915,51.9067,Mixed
255,18253F,SCOIL NAOMH CAITRIONA,MODEL FARM ROAD,CORCAIGH,,,Cork,CATHOLIC,N,N,N,0,412,412,164513.0,70565.0,-8.515460000000001,51.8863,Female
256,18292P,GAELSCOIL AN TEAGHLAIGH NAOFA,BAILE FEITHEAN,CO CHORCAI,,,Cork,CATHOLIC,N,Y,N,118,111,229,167314.0,70184.0,-8.474739999999999,51.883,Mixed
257,18356P,S N BARRA NAOFA,SCOIL BHARRA,SRAID GILLABBEY,CORCAIGH,,Cork,CHURCH OF IRELAND,N,N,N,18,27,45,166699.0,71423.0,-8.483789999999999,51.8941,Mixed
258,18388F,SCOIL NAOMH MICHEAL,CHURCH ROAD,BLACKROCK,CORK,,Cork,CHURCH OF IRELAND,N,N,N,18,20,38,171132.0,71530.0,-8.4194,51.8953,Mixed
259,18563U,SCOIL NAOMH BRID C,EGLANTINE HOUSE,BALLINLOUGH,CORK,,Cork,CATHOLIC,N,N,N,0,557,557,169346.0,70143.0,-8.44523,51.8828,Female
260,18566D,S N ATHAIR MAITIU C,AN TOCHAIR,CORCAIGH,,,Cork,CATHOLIC,N,N,N,0,288,288,165836.0,69173.0,-8.49611,51.8738,Female
261,18587L,SCOIL MHUIRE BANRION,MAYFIELD,CORK,,,Cork,CATHOLIC,N,Y,N,0,192,192,170857.0,73446.0,-8.42356,51.9125,Female
262,18734V,REALT NA MAIDINE,BALLYPHEHANE,CORK,,,Cork,CATHOLIC,N,Y,N,114,3,117,167046.0,69693.0,-8.478589999999999,51.8786,Mixed
263,18786R,SCOIL IOSAGAIN,FARRANREE,CORK,,,Cork,CATHOLIC,N,Y,N,396,0,396,166672.0,73228.0,-8.48436,51.9103,Male
264,19000E,S N AN SPIORAID NAOMH C,CURRAHEEN RD,BISHOPSTOWN,CORK,,Cork,CATHOLIC,N,N,N,0,261,261,163682.0,69681.0,-8.527439999999999,51.8783,Female
265,19231A,S N BARRA NAOFA BHUACH,BEAUMOUNT,CORK,,,Cork,CATHOLIC,N,N,N,244,0,244,170553.0,70785.0,-8.42775,51.8886,Male
266,19232C,S N BARRA NAOFA CAILINI,BEAUMONT,CORK,,,Cork,CATHOLIC,N,N,N,0,262,262,170527.0,70832.0,-8.42813,51.888999999999996,Female
267,19426P,S N MHARCUIS B,AN GLEANN,CORCAIGH,,,Cork,CATHOLIC,N,Y,N,96,0,96,168552.0,73269.0,-8.45704,51.9108,Male
268,19427R,S N BHREANNDAIN C,AN GHLEANN,CORCAIGH,,,Cork,CATHOLIC,N,Y,N,5,94,99,168072.0,73169.0,-8.46401,51.9099,Mixed
269,19714U,MHUIRE AR CHNOC HAOINE,KNOCKNAHEENY,CORK,,,Cork,CATHOLIC,N,Y,N,140,137,277,165175.0,72620.0,-8.50605,51.9048,Mixed
270,19730S,SCOIL OILIBHEIR,BALLINCOLLIE ROAD,BALLYVOLANE,CORK,,Cork,CATHOLIC,N,N,N,342,318,660,168423.0,74421.0,-8.459019999999999,51.9212,Mixed
271,19852J,GAELSCOIL UI RIADA,BAILE AN EASPAIG,CO CHORCAI,,,Cork,CATHOLIC,N,N,N,125,138,263,164750.0,69773.0,-8.51194,51.8792,Mixed
272,19882S,SCOIL AN ATHAIR TADHG O MURCHU,DUGLAS,CORCAIGH,,,Cork,CATHOLIC,N,N,N,180,202,382,169504.0,69495.0,-8.44287,51.8769,Mixed
273,19906G,Cork Educate Together National School,GRATTAN STREET,CORK,,,Cork,MULTI DENOMINATIONAL,N,N,N,109,102,211,167091.0,71933.0,-8.47815,51.8987,Mixed
274,19908K,GAELSCOIL MHACHAN,CARRAIG DUBH,CORCAIGH,,,Cork,CATHOLIC,N,Y,N,77,98,175,172286.0,71137.0,-8.402610000000001,51.8919,Mixed
275,19909M,GAELSCOIL PEIG SAYERS,Campas Oideachais,Fearann Phiarais,Bothar Ri na hAoine,Corcaigh,Cork,CATHOLIC,N,Y,N,54,80,134,166632.0,74525.0,-8.48507,51.922,Mixed
276,19993E,GAELSCOIL AN GHOIRT ALAINN,AIBHINNE MURMONT,GORT ALAINN,CORCAIGH,,Cork,MULTI DENOMINATIONAL,N,N,N,154,164,318,169644.0,72976.0,-8.44115,51.9082,Mixed
277,20036J,NORTH PRESENTATION PRIMARY SCHOOL,GERALD GRIFFIN STREET,CORK CITY.,,,Cork,CATHOLIC,N,Y,N,70,162,232,167281.0,72646.0,-8.47546,51.9051,Mixed
278,20038N,SCOIL AISEIRI CHRIOST,"FARRANREE,",CORK.,,,Cork,CATHOLIC,N,Y,N,0,373,373,166734.0,73361.0,-8.48347,51.9115,Female
279,20077A,SCOIL AN SPIORAID NAOMH (BOYS),BISHOPSTOWN,CORK,,,Cork,CATHOLIC,N,N,N,375,0,375,163628.0,69671.0,-8.52822,51.8782,Male
280,20106E,SCOIL NIOCLAIS,FRANKFIELD,GRANGE,CORK,,Cork,CATHOLIC,N,N,N,457,450,907,168562.0,68141.0,-8.456430000000001,51.8647,Mixed
281,20140E,SCOIL MHUIRE FATIMA,NORTH MONASTERY,CORK,,,Cork,CATHOLIC,N,Y,N,171,0,171,166931.0,72883.0,-8.48056,51.9073,Male
282,20388R,Bunscoil Chriost Ri,Turners Cross,Cork,,,Cork,CATHOLIC,N,N,N,351,196,547,167859.0,70771.0,-8.46688,51.8883,Mixed
283,20389T,Scoil Maria Assumpta,Ballyphehane,Cork,,,Cork,CATHOLIC,N,Y,N,0,208,208,166975.75,70180.24,-8.47965,51.883,Female
284,00467B,BALLINSPITTLE N S,KINSALE,CO CORK,,,Cork,CATHOLIC,N,N,N,94,91,185,158804.0,45849.0,-8.59545,51.6637,Mixed
285,00512D,MIDLETON CONVENT N S,MIDLETON,CO CORK,,,Cork,CATHOLIC,N,N,N,135,550,685,188795.0,72876.0,-8.16283,51.9081,Mixed
286,01272O,S N CHUAN DOIR,CHUAN DOIR,Glandore,Skibbereen,Co Cork,Cork,CATHOLIC,N,N,N,35,28,63,124116.0,35556.0,-9.09453,51.5676,Mixed
287,01687U,DROMLEIGH N S,MACROOM,CO CORK,,,Cork,CATHOLIC,N,N,N,33,36,69,128455.0,65146.0,-9.038030000000001,51.8341,Mixed
288,01692N,FIRMOUNT MIXED N S,DONOUGHMORE,CO CORK,,,Cork,CATHOLIC,N,N,N,76,72,148,152104.0,81919.0,-8.69727,51.9874,Mixed
289,01867W,CASTLELYONS B N S,FERMOY,CO CORK,,,Cork,CATHOLIC,N,N,N,98,104,202,184344.0,92268.0,-8.2284,52.0822,Mixed
290,02114B,S N BAILE UI GHIBLIN,MITCHELSTOWN,CO CORK,,,Cork,CATHOLIC,N,N,N,59,81,140,186429.0,113438.0,-8.198830000000001,52.2726,Mixed
291,02278I,MILLSTREET CONVENT N S,MILLSTREET,CO CORK,,,Cork,CATHOLIC,N,N,N,69,169,238,126926.0,90125.0,-9.06551,52.0584,Mixed
292,02452V,CLOYNE B N S,CLOYNE,CO CORK,,,Cork,CATHOLIC,N,N,N,123,103,226,191294.0,67684.0,-8.126389999999999,51.8614,Mixed
293,02803B,BANTEER N S,BANTEER,CO CORK,,,Cork,CATHOLIC,N,N,N,78,75,153,139016.0,98040.0,-8.89067,52.131,Mixed
294,03704E,S N SEAN BAILE MOR,MALLOW,CO CORK,,,Cork,CATHOLIC,N,N,N,47,34,81,167481.0,107458.0,-8.47586,52.218,Mixed
295,04054T,BALLINDANGAN MIXED N S,MITCHELSTOWN,CO CORK,,,Cork,CATHOLIC,N,N,N,11,6,17,177061.0,109393.0,-8.33581,52.2359,Mixed
296,04118T,LEAMLARA MIXED N S,LEAMLARA,CO CORK,,,Cork,CATHOLIC,N,N,N,62,64,126,181928.0,79727.0,-8.26299,51.9695,Mixed
297,04152T,S N CNOC AN BHILE,UPTON,CO CORK,,,Cork,CATHOLIC,N,N,N,81,64,145,152764.0,61068.0,-8.68481,51.8,Mixed
298,04186N,S N BHIORAINN,BERRINGS,CO CORK,,,Cork,CATHOLIC,N,N,N,109,92,201,152015.0,76419.0,-8.6978,51.9379,Mixed
299,04230N,SCOIL NAOMH EOIN,BALLINCURRIG,LEAMLARA,CO CORK,,Cork,CATHOLIC,N,N,N,55,52,107,184386.0,81872.0,-8.227319999999999,51.9888,Mixed
300,04268P,CLOCHAR NA TOIRBHIRTE,DONERAILE,CO CORK,,,Cork,CATHOLIC,N,Y,N,18,70,88,159656.0,107539.0,-8.59037,52.2182,Mixed
301,04442F,KYLE N S,YOUGHAL,CO CORK,,,Cork,CATHOLIC,N,N,N,28,17,45,203932.0,77867.0,-7.9428,51.953,Mixed
302,04578H,BALLYVONGANE MIXED N S,AGHINA,CO CORK,,,Cork,CATHOLIC,N,N,N,20,19,39,140954.0,75828.0,-8.85853,51.9316,Mixed
303,04953H,BALLYHASS MIXED N S,CECILSTOWN,MALLOW,CO CORK,,Cork,CATHOLIC,N,N,N,87,73,160,144996.0,102731.0,-8.8041,52.1738,Mixed
304,05257P,PRESENTATION CONVENT,BANDON,CO CORK,,,Cork,CATHOLIC,N,N,N,0,186,186,148672.0,55361.0,-8.74329,51.7484,Female
