AIRO_ID,Roll_No,Off_Name,Add_1,Add_2,Add_3,Add_4,County,Ethos,Island,DEIS,Gaeltacht,M_13_14,F_13_14,T_13_14,xcoord,ycoord,Long,Lat,Sex
1,00651R,BORRIS MXD N S,BORRIS,CO CARLOW,,,Carlow,CATHOLIC,N,N,N,100,94,194,273199.0,150324.0,-6.919560000000001,52.5993,Mixed
2,00977B,BALLYCONNELL N S,Ballyconnell,Tullow,Co Carlow,,Carlow,CATHOLIC,N,N,N,80,79,159,292481.0,174367.0,-6.62828,52.8124,Mixed
3,01116A,BAILE AN CHUILINN N S,MUINEBEAG,CO CARLOW,,,Carlow,CATHOLIC,N,N,N,56,55,111,272463.0,155784.0,-6.9292300000000004,52.6485,Mixed
4,01215C,NEWTOWN DUNLECKNEY MXD,MUINEBEAG,CO CARLOW,,,Carlow,CATHOLIC,N,N,N,69,61,130,275959.0,164072.0,-6.8756699999999995,52.7225,Mixed
5,01415K,RATHOE NS,RATHOE,CO CARLOW,,,Carlow,CATHOLIC,N,N,N,92,86,178,281027.0,171359.0,-6.79887,52.7872,Mixed
6,02124E,SCOIL NAIS MOLAISE,OLD LEIGHLIN,VIA BILBOA,CO CARLOW,,Carlow,CATHOLIC,N,N,N,74,66,140,265307.0,165801.0,-7.03297,52.7394,Mixed
7,04077I,SCOIL NAIS BHRIDE,GRANGE,TULLOW,CO CARLOW,,Carlow,CATHOLIC,N,N,N,88,71,159,282120.0,176948.0,-6.78127,52.8373,Mixed
8,09320Q,SCOIL NAIS MHUIRE,DROIMFEIGH,BAGENALSTOWN,CO CARLOW,,Carlow,CATHOLIC,N,N,N,53,47,100,278553.0,156943.0,-6.83898,52.6581,Mixed
9,11135K,ST MARYS N S,MUINEBEAG,CO CARLOW,,,Carlow,CHURCH OF IRELAND,N,N,N,39,41,80,270371.0,161495.0,-6.95892,52.7001,Mixed
10,13105L,ST BRIDGETS MONASTERY,MUINEBEAG,CO CARLOW,,,Carlow,CATHOLIC,N,N,N,116,1,117,270696.0,161495.0,-6.954110000000001,52.7,Mixed
11,13507I,S N MUIRE LOURDES,TULLOW,CO CARLOW,,,Carlow,CATHOLIC,N,N,N,0,217,217,285444.0,172887.0,-6.73301,52.8003,Female
12,13607M,ST COLUMBAS N S,TULLOW,CO CARLOW,,,Carlow,CHURCH OF IRELAND,N,N,N,30,35,65,285514.0,173275.0,-6.73187,52.8037,Mixed
13,14837L,S N PEADAR AGUS POL,BALLON,CO CARLOW,,,Carlow,CATHOLIC,N,N,N,142,139,281,283204.0,165930.0,-6.7679800000000006,52.7381,Mixed
14,16080N,S N PHADRAIG NAOFA,PATRICIAN BROTHERS,TULLOW,CO CARLOW,,Carlow,CATHOLIC,N,N,N,229,0,229,285520.0,173189.0,-6.7318,52.803000000000004,Male
15,16938E,FR CULLEN MEMORIAL N S,TINRYLAND,CO CARLOW,,,Carlow,CATHOLIC,N,N,N,81,89,170,274499.0,172123.0,-6.89544,52.795,Mixed
16,17053P,BISHOP FOLEY MEMORIAL SCHOOL,Station Road,Co Carlow,,,Carlow,CATHOLIC,N,N,N,268,0,268,272512.0,177195.0,-6.923769999999999,52.8409,Male
17,17096K,S N NMH FHINGIN,GARRYHILL,MUINEBHEAG,CO CARLOW,,Carlow,CATHOLIC,N,Y,N,21,12,33,277649.0,159052.0,-6.851839999999999,52.6771,Mixed
18,17127S,ST JOSEPHS NS,HACKETSTOWN,CO CARLOW,,,Carlow,CATHOLIC,N,Y,N,73,73,146,297277.0,180092.0,-6.555460000000001,52.863,Mixed
19,17330P,SCOIL N MOLING-GLYNN,ST MULLINS,KILKENNY,,,Carlow,CATHOLIC,N,N,N,21,36,57,274201.0,139477.0,-6.9072,52.5017,Mixed
20,17462J,SCOIL NAIS MHICHIL,BAILE NUA,BORRIS,CO CARLOW,,Carlow,CATHOLIC,N,N,N,26,21,47,274418.0,144438.0,-6.9029,52.5463,Mixed
21,17481N,ST BRENDANS N S,DRUMMOND,ST MULLINS,KILKENNY,,Carlow,CATHOLIC,N,N,N,12,8,20,274710.0,136225.0,-6.90043,52.4724,Mixed
22,17501Q,Bennekerry National School,Bennekerry,Co Carlow,,,Carlow,CATHOLIC,N,N,N,200,199,399,276212.0,176121.0,-6.86912,52.8307,Mixed
23,17514C,S N CLUAIN NA GALL,CLONEGAL,ENNISCORTHY,CO WEXFORD,,Carlow,CATHOLIC,N,N,N,62,55,117,291401.0,161388.0,-6.64791,52.696000000000005,Mixed
24,17663T,ST PATRICKS N S,RATHVILLY,CO CARLOW,,,Carlow,CATHOLIC,N,N,N,96,95,191,288216.0,181805.0,-6.68951,52.8799,Mixed
25,17669I,S N TREASA NAOMHA,CILL TEAGAIN,CO CILLE MANNTAIN,,,Carlow,CATHOLIC,N,Y,N,32,33,65,293017.0,183185.0,-6.61781,52.8915,Mixed
26,17756D,BALLINABRANNA MXD N S,MILFORD,CO CARLOW,,,Carlow,CATHOLIC,N,N,N,83,85,168,268668.0,170962.0,-6.982130000000001,52.7854,Mixed
27,17796P,Our Lady's National School,Nurney,Carlow,Co Carlow,,Carlow,CATHOLIC,N,N,N,22,22,44,273518.0,166934.0,-6.91115,52.7485,Mixed
28,17994T,S N FHOIRTCHEIRN/FHININ,MIDHISEAL,CO CEATHARLACH,,,Carlow,CATHOLIC,N,N,N,60,63,123,282544.0,160140.0,-6.779210000000001,52.6862,Mixed
29,18024N,SCOIL MUIRE GAN SMAL,ARD AITINN,CO CEATHARLACH,,,Carlow,CATHOLIC,N,N,N,45,36,81,287428.0,167987.0,-6.704910000000001,52.7559,Mixed
30,18090D,S N CILL DAMHAIN,CILL DAMHAIN,INIS CORTHAIGH,CO LOCH GORMAN,,Carlow,CATHOLIC,N,N,N,52,47,99,288933.0,160048.0,-6.684769999999999,52.6844,Mixed
31,18183K,QUEEN OF UNIVERSE N S,MUINEBHEAG,CO CARLOW,,,Carlow,CATHOLIC,N,N,N,94,187,281,270129.0,161621.0,-6.96247,52.7012,Mixed
32,18363M,S N MUIRE GAN SMAL,GREEN LANE,CARLOW,,,Carlow,CATHOLIC,N,N,N,0,439,439,272633.0,176860.0,-6.92205,52.8378,Female
33,18424G,SCOIL NAIS IOSEF NAOFA,CARLOW,CO CARLOW,,,Carlow,CATHOLIC,N,N,N,164,1,165,272598.0,176948.0,-6.92255,52.8386,Mixed
34,18510W,St Patrick's National School,Ballymurphy,Borris,Co Carlow (via Kilkenny),,Carlow,CATHOLIC,N,N,N,24,27,51,277310.0,147230.0,-6.85962,52.571000000000005,Mixed
35,18609S,S N FIONTAIN NAOFA,RATHMORE,TULLOW,CO CARLOW,,Carlow,CATHOLIC,N,N,N,13,14,27,285279.0,179321.0,-6.73378,52.8581,Mixed
36,18615N,S N CEATHARLACH,GREEN ROAD,CARLOW,,,Carlow,CHURCH OF IRELAND,N,N,N,73,59,132,271992.0,175585.0,-6.93185,52.8265,Mixed
37,19477J,HOLY FAMILY B N S,ASKEA,CARLOW,CO CARLOW,,Carlow,CATHOLIC,N,Y,N,385,0,385,273297.0,176670.0,-6.91224,52.836000000000006,Male
38,19478L,Holy Family Girls N S,ASKEA,CARLOW,CO CARLOW,,Carlow,CATHOLIC,N,Y,N,0,371,371,273325.0,176589.0,-6.91185,52.8353,Female
39,19784S,ST LASERIANS MXD NS,LEIGHLINBRIDGE,CO CARLOW,,,Carlow,CATHOLIC,N,N,N,95,83,178,269499.0,165370.0,-6.971,52.735,Mixed
40,19811S,GAELSCOIL EOGHAIN UÍ THUAIRISC,Garrán na Fuinseoige,Ceatharlach,,,Carlow,CATHOLIC,N,N,N,219,260,479,273395.0,175932.0,-6.91096,52.8294,Mixed
41,19958C,S.N. NAOMH FHIACH,GRAIGUECULLEN,CO CARLOW,,,Carlow,CATHOLIC,N,N,N,268,248,516,271106.0,176780.0,-6.94473,52.8373,Mixed
42,20295K,Carlow Educate Together NS,Bestfield,Athy Road,Carlow Town,Carlow,Carlow,MULTI DENOMINATIONAL,N,Y,N,99,77,176,270598.0,177131.0,-6.952189999999999,52.8405,Mixed
43,01356U,KILNALECK MIXED N S,KILNALECK,CO CAVAN,,,Cavan,CATHOLIC,N,Y,N,40,31,71,244694.0,290228.0,-7.32065,53.8595,Mixed
44,05627W,BAILIEBORO MODEL N S,BAILIEBORO,CO CAVAN,,,Cavan,CHURCH OF IRELAND,N,N,N,52,37,89,267435.0,296887.0,-6.97357,53.9169,Mixed
45,06998Q,St Patrick's NS,Corlough,Belturbet,C/O Belturbet Post Office,Co. Cavan,Cavan,CATHOLIC,N,Y,N,25,19,44,213643.0,318831.0,-7.791339999999999,54.1183,Mixed
46,08143P,S N MHUIRE,MUILEANN LARAINN,SWANLINBAR,CO CAVAN,,Cavan,CATHOLIC,N,Y,N,32,28,60,219258.0,326916.0,-7.70495,54.1908,Mixed
47,08453H,S N CRUABANAI,CRUABANAI,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,88,69,157,244571.0,301985.0,-7.320810000000001,53.9652,Mixed
48,08490N,ST CLARES PRIMARY SCHOOL,CAVAN,CO CAVAN,,,Cavan,CATHOLIC,N,Y,N,115,384,499,242225.0,304903.0,-7.35615,53.9916,Mixed
49,08948L,MILLTOWN N S,BELTURBET,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,58,47,105,234408.0,312922.0,-7.47443,54.0642,Mixed
50,10146K,CORLISS N S,KILLESHANDRA,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,7,17,24,233039.0,302950.0,-7.49642,53.9747,Mixed
51,11205F,KILLESHANDRA National School ( C of I),KILLESHANDRA,CO CAVAN,,,Cavan,CHURCH OF IRELAND,N,N,N,33,29,62,230978.0,307164.0,-7.527410000000001,54.0127,Mixed
52,11409V,BALLYCONELL CENTRAL N S,BALLYCONNELL,CO CAVAN,,,Cavan,CHURCH OF IRELAND,N,N,N,19,11,30,227006.0,318767.0,-7.58697,54.1172,Mixed
53,11517B,CAVAN 1 N S,CAVAN,CO CAVAN,,,Cavan,CHURCH OF IRELAND,N,N,N,38,41,79,241842.0,304726.0,-7.362019999999999,53.99,Mixed
54,11541V,DROMAILI S N,CAVAN,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,134,104,238,240443.0,306138.0,-7.38316,54.0028,Mixed
55,12099O,BILLIS N S,NEW INN,BALLYJAMESDUFF,CO CAVAN,,Cavan,CHURCH OF IRELAND,N,N,N,45,46,91,256245.0,293373.0,-7.14452,53.8867,Mixed
56,12312L,DARLEY N S,COOTEHILL,CO CAVAN,,,Cavan,CHURCH OF IRELAND,N,N,N,45,38,83,259843.0,314487.0,-7.085660000000001,54.076,Mixed
57,12713G,CORRATOBER N S,ARVA,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,10,8,18,229273.0,294729.0,-7.55461,53.9011,Mixed
58,13203L,ST PATRICKS MXD N S,GOWNA,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,56,48,104,230665.0,291702.0,-7.533739999999999,53.8738,Mixed
59,13271F,FAIRGREEN N S,BELTURBET,CO CAVAN,,,Cavan,CHURCH OF IRELAND,N,N,N,26,16,42,236445.0,316779.0,-7.44285,54.0987,Mixed
60,14073G,CASTLETARA N S,BALLYHAISE,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,73,48,121,246504.0,309267.0,-7.29024,54.0304,Mixed
61,14211P,S N LATHRACH 2,KINGSCOURT,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,66,54,120,274865.0,295421.0,-6.860860000000001,53.9027,Mixed
62,14320U,CORLEA N S,KINGSCOURT,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,16,10,26,274039.0,300029.0,-6.872310000000001,53.9442,Mixed
63,14336M,SEARCOG I N S,SHERCOCK,VIA DUNDALK,CO CAVAN,,Cavan,CATHOLIC,N,N,N,86,97,183,272663.0,305342.0,-6.892,53.9922,Mixed
64,14399N,KILLYGARRY N S,KILLYGARRY,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,95,95,190,245599.0,304329.0,-7.30479,53.9862,Mixed
65,14732U,SCOIL BHRIDE,MOUNTNUGENT,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,56,73,129,249231.0,285300.0,-7.25248,53.8149,Mixed
66,15120R,KILLYCONNAN N S,STRADONE,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,47,47,94,248761.0,301767.0,-7.257000000000001,53.9629,Mixed
67,15452T,KILDALLON N S,ARDLOUGHER,BELTURBET,CO CAVAN,,Cavan,CATHOLIC,N,N,N,25,27,52,229472.0,313032.0,-7.549810000000001,54.0655,Mixed
68,15502I,KILLINKERE N S,VIRGINIA,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,91,95,186,261279.0,293362.0,-7.06796,53.886,Mixed
69,16057S,CONVENT OF MERCY N S,BELTURBET,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,34,116,150,236262.0,316964.0,-7.44563,54.1004,Mixed
70,16083T,VIRGINIA MXD N S,VIRGINIA,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,203,181,384,260905.0,287700.0,-7.07477,53.8352,Mixed
71,16093W,BALLYCONNELL MXD N S,BALLYCONNELL,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,70,63,133,227405.0,318357.0,-7.5809,54.1135,Mixed
72,16316Q,ST MARYS N S,ARVA,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,62,56,118,227583.0,296978.0,-7.58012,53.9214,Mixed
73,16390F,SCOIL BHRIDE,KILLSHANDRA,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,46,42,88,231118.0,306486.0,-7.525339999999999,54.0066,Mixed
74,16520P,ST MARY'S N.S.,DRUNG,BALLYHAISE,CO CAVAN,,Cavan,CATHOLIC,N,N,N,24,32,56,250944.0,310589.0,-7.22226,54.0419,Mixed
75,16767D,CORONEA N S,ARVA,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,17,15,32,231340.0,298854.0,-7.52274,53.938,Mixed
76,16921K,S N BEAL ATHA NA NEACH,BALLINAGH,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,115,104,219,238579.0,298192.0,-7.41259,53.9316,Mixed
77,16959M,S N CORRABHA,GLANGEVLIN N S,CARRICK ON SHANNON,CO LEITRIM,,Cavan,CATHOLIC,N,N,N,12,11,23,204966.0,327372.0,-7.92391,54.1952,Mixed
78,17230L,SCOIL NAOMH BRID,"CILL UACHTAIR,","AN CNOC RUA,",CO. AN CHABHAIN.,,Cavan,CATHOLIC,N,N,N,40,36,76,244914.0,315374.0,-7.3136,54.0855,Mixed
79,17240O,S N TAMHNACH DHUIBH,BAILIEBORO,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,51,38,89,261808.0,301526.0,-7.058269999999999,53.9593,Mixed
80,17326B,S N NAOMH FEIDHLIM,CAVAN,CO CAVAN,,,Cavan,CATHOLIC,N,Y,N,224,3,227,241791.0,304810.0,-7.36278,53.9908,Mixed
81,17440W,S N NAOMH MAODHOG,CILL NA BHEART,BEAL ATHA CONAILL,CO CAVAN,,Cavan,CATHOLIC,N,N,N,50,29,79,223896.0,315804.0,-7.63477,54.0907,Mixed
82,17479D,SCOIL MHUIRE,LACKEN,BALLINAGH,CO CAVAN,,Cavan,CATHOLIC,N,Y,N,47,45,92,236935.0,296511.0,-7.437819999999999,53.9166,Mixed
83,17531C,BAILE NA MONA,BAILIEBORO,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,59,51,110,268864.0,294673.0,-6.952319999999999,53.8968,Mixed
84,17601U,S N DOIRE NA CEISE,AN MHUINCHILLE,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,60,85,145,262881.0,309410.0,-7.0403,54.03,Mixed
85,17625L,CNOC AN TEAMPAILL,VIRGINIA,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,97,75,172,260114.0,284158.0,-7.08748,53.8035,Mixed
86,17630E,S N MAODHOG,CNOC BRIGHDE,BAILIEBORO,CO CAVAN,,Cavan,CATHOLIC,N,N,N,24,22,46,265998.0,304733.0,-6.99375,53.9876,Mixed
87,17780A,BALLYHAISE N S,CAVAN,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,62,71,133,244623.0,310845.0,-7.31872,54.0448,Mixed
88,17990L,S N DROM CNAMH,DROM CNAMH,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,24,17,41,244417.0,305505.0,-7.32264,53.9968,Mixed
89,18059J,BAILIEBORO N S,BAILIEBORO,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,135,142,277,267409.0,296758.0,-6.974,53.9158,Mixed
90,18127A,S N MHUIRE,BELTURBET,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,74,0,74,236465.0,316694.0,-7.44256,54.098,Male
91,18340A,S N PADRAIG,LIOS BO DUIBHE,AN MHUINCHILLE,CO CAVAN,,Cavan,CATHOLIC,N,N,N,27,21,48,250734.0,313983.0,-7.2249,54.0724,Mixed
92,18346M,S N GREACH RATHAIN,BEAL TAIRBEIRT,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,30,31,61,230560.0,316646.0,-7.532830000000001,54.0979,Mixed
93,18355N,KNOCKNAGILLA N S,AN SRAITH DOIMHIN,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,57,52,109,251287.0,298652.0,-7.21904,53.9346,Mixed
94,18393V,S N CILLIN,CROS RIABHACH,MULLACH,CEANNANUS MOR,CO NA MI,Cavan,CATHOLIC,N,N,N,44,27,71,265046.0,289851.0,-7.011419999999999,53.854,Mixed
95,18518P,S N CORR LORGAN,CABHAN,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,56,40,96,242151.0,301420.0,-7.357760000000001,53.9603,Mixed
96,18564W,S N LEITIR,CILL CATHLAIGH,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,84,92,176,264986.0,298015.0,-7.0106,53.9274,Mixed
97,18833A,S N LATHRACH,LATHRACH,SRAITH AN DOMHAIN,CO AN CHABHAIN,,Cavan,CATHOLIC,N,N,N,59,64,123,251480.0,305159.0,-7.215,53.9931,Mixed
98,18857O,S N CARRAIG A BRUIS,VIRGINIA,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,64,72,136,263800.0,284012.0,-7.031569999999999,53.8017,Mixed
99,19202Q,DRUMKILLY NS,KILNALECK,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,58,67,125,243237.0,293637.0,-7.34232,53.8903,Mixed
100,19285A,KILL N S,COOTEHILL,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,29,35,64,257828.0,310006.0,-7.11729,54.0359,Mixed
101,19322D,KILMORE CENTRAL N S,KILMORE CENTRAL N S,KILMORE,CO CAVAN,,Cavan,CHURCH OF IRELAND,N,N,N,37,21,58,238064.0,302676.0,-7.4198699999999995,53.9719,Mixed
102,19326L,BUTLERSBRIDGE NS,CAVAN,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,93,93,186,240920.0,310927.0,-7.37524,54.0458,Mixed
103,19363R,MULLAHORAN CENTRAL N S,KILCOGY,VIA LONGFORD,CO CAVAN,,Cavan,CATHOLIC,N,Y,N,68,82,150,237295.0,287887.0,-7.433389999999999,53.8391,Mixed
104,19378H,BALLYNARRY N S,BALLYHEELAN,KILNALECK,CO CAVAN,,Cavan,CATHOLIC,N,N,N,55,34,89,242963.0,287741.0,-7.34731,53.8374,Mixed
105,19418Q,CASTLERAHAN CENTRAL NS,CASTLERAHAN,BALLYJAMESDUFF,CO CAVAN,,Cavan,CATHOLIC,N,N,N,73,81,154,254065.0,286013.0,-7.17897,53.8208,Mixed
106,19432K,CROSSKEYS CENTRAL N S,CROSSKEYS,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,59,71,130,248382.0,296933.0,-7.263539999999999,53.9195,Mixed
107,19527V,CABRA CENTRAL N S,CABRA,KINGSCOURT,CO CAVAN,,Cavan,CHURCH OF IRELAND,N,N,N,25,35,60,278127.0,297437.0,-6.81073,53.9204,Mixed
108,19568M,ST PATRICKS,BRUSKEY CARRIGANS PO,BALLINAGH,CO CAVAN,,Cavan,CATHOLIC,N,N,N,24,33,57,238996.0,293077.0,-7.40689,53.8856,Mixed
109,19596R,CROSSERLOUGH N S,CROSSERLOUGH,CO. CAVAN,,,Cavan,CATHOLIC,N,N,N,56,67,123,246884.0,292072.0,-7.2870800000000004,53.8759,Mixed
110,19608V,ST KILLIANS N S,MULLAGH,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,196,172,368,268884.0,285304.0,-6.95412,53.8127,Mixed
111,19679V,S N AODHAIN NAOFA,AN BABHUN BUI,BEAL TAIRBIRT,CO AN CHABHAIN,,Cavan,CATHOLIC,N,N,N,42,21,63,221077.0,318868.0,-7.677639999999999,54.1184,Mixed
112,19871N,ST PATRICKS N S,KILLINAGH,BLACKLION  VIA SLIGO,CO CAVAN,,Cavan,CATHOLIC,N,N,N,34,37,71,205536.0,337352.0,-7.9149899999999995,54.2849,Mixed
113,19921C,DRUNG NO 2 NS,DRUNG,CO CAVAN,,,Cavan,CHURCH OF IRELAND,N,N,N,19,17,36,250303.0,310718.0,-7.23203,54.0431,Mixed
114,19983B,ST CLARES NS,BALLYJAMESDUFF,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,212,222,434,252725.0,290999.0,-7.198460000000001,53.8657,Mixed
115,20026G,Gaelscoil Bhreifne,Halla na nGasóga,Bóthar an Iarnróid,An Cábhán,,Cavan,MULTI DENOMINATIONAL,N,N,N,18,10,28,241656.0,304884.0,-7.36483,53.9915,Mixed
116,20134J,ST MICHAELS N. S.,STRADONE,CAVAN,CO  CAVAN,,Cavan,CATHOLIC,N,N,N,36,30,66,254140.0,301451.0,-7.1751,53.9595,Mixed
117,20172R,ST JOSEPHS N S,KINGSCOURT,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,217,179,396,278597.0,295309.0,-6.804119999999999,53.9012,Mixed
118,20277I,St Michaels National School,Cootehill,Co Cavan,,,Cavan,CATHOLIC,N,Y,N,109,77,186,260627.0,314280.0,-7.07372,54.074,Mixed
119,02439G,S N MHUIRE,FEAKLE,CO CLARE,,,Clare,CATHOLIC,N,N,N,34,35,69,156382.0,186087.0,-8.648610000000001,52.9239,Mixed
120,03898U,TOONAGH N S,TOONAGH,ENNIS,CO CLARE,,Clare,CATHOLIC,N,N,N,48,63,111,130426.0,182614.0,-9.03379,52.8899,Mixed
121,03928D,MULLACH N S,MULLACH,ENNIS,CO CLARE,,Clare,CATHOLIC,N,Y,N,27,31,58,104321.0,172978.0,-9.41874,52.7994,Mixed
122,04548V,SCOIL SEANAIN NAOFA,CLUAINLARA,CO AN CHLAIR,,,Clare,CATHOLIC,N,N,N,181,159,340,162600.0,163750.0,-8.5536,52.7236,Mixed
123,04919H,CRATLOE N S,CRATLOE,CO CLARE,,,Clare,CATHOLIC,N,N,N,124,147,271,148977.0,161133.0,-8.75482,52.699,Mixed
124,05253H,O CALLAGHANS MILLS N S,OCALLAGHANS MILLS,CO CLARE,,,Clare,CATHOLIC,N,N,N,25,35,60,154753.0,176784.0,-8.67154,52.8402,Mixed
125,07315N,HOLY FAMILY SNR,ENNIS,CO CLARE,,,Clare,CATHOLIC,N,Y,N,164,201,365,133925.0,177182.0,-8.9807,52.8416,Mixed
126,09390O,ROCKMOUNT MIXED N S,MILTOWN MALBAY,CO CLARE,,,Clare,CATHOLIC,N,N,N,28,21,49,109322.0,180570.0,-9.34671,52.8684,Mixed
127,09425H,RINEEN N S,MILTOWN MALBAY,CO CLARE,,,Clare,CATHOLIC,N,N,N,25,18,43,106561.0,183081.0,-9.38842,52.8905,Mixed
128,10568N,S N CUIBHREANN,CILL CHAOI,CO AN CHLAIR,,,Clare,CATHOLIC,N,N,N,11,9,20,91974.0,154947.0,-9.59582,52.6351,Mixed
129,10763L,BOSTON N S,TUBBER,GORT,CO GALWAY,,Clare,CATHOLIC,N,N,N,8,12,20,137472.0,198241.0,-8.93212,53.0312,Mixed
130,10886E,TUBBER N S,TUBBER,CO CLARE,,,Clare,CATHOLIC,N,N,N,9,11,20,140007.0,193609.0,-8.89348,52.9899,Mixed
131,11234M,CLOHANBEG N S,CREE,KILRUSH,CO. CLARE,,Clare,CATHOLIC,N,N,N,16,13,29,106196.0,168727.0,-9.38973,52.7615,Mixed
132,11714D,BANSHA N S,KILKEE,CO CLARE,,,Clare,CATHOLIC,N,N,N,34,22,56,92562.0,161860.0,-9.58939,52.6973,Mixed
133,11765U,DOONBEG N S,DOONBEG,CO CLARE,,,Clare,CATHOLIC,N,N,N,16,19,35,96773.0,165537.0,-9.52827,52.7311,Mixed
134,11990E,BODYKE N S,BODYKE,CO CLARE,,,Clare,CATHOLIC,N,N,N,14,10,24,159867.0,181450.0,-8.596219999999999,52.8825,Mixed
135,12633I,COOLMEEN N S,KILMURRAY MCMAHON,KILRUSH,CO CLARE,,Clare,CATHOLIC,N,N,N,7,9,16,117983.0,157176.0,-9.21226,52.6596,Mixed
136,12848G,DOONAHA N S,KILKEE,CO CLARE,,,Clare,CATHOLIC,N,Y,N,6,9,15,88457.0,153667.0,-9.64732,52.6228,Mixed
137,13379C,S N PADRAIG NFA FANOIR,BALLYVAUGHAN,CO CLARE,,,Clare,CATHOLIC,N,N,N,11,9,20,114077.0,208117.0,-9.283430000000001,53.1167,Mixed
138,13418J,BALLYEA MIXED N S,SN  BAILE AODHA,DARRAGH,ENNIS,CO CLARE,Clare,CATHOLIC,N,N,N,102,91,193,130579.0,170758.0,-9.02899,52.7834,Mixed
139,13478E,DROIMDIOGACH N S,KILLMURRY MC MAHON,CO CLARE,,,Clare,CATHOLIC,N,N,N,18,24,42,111316.0,157681.0,-9.31091,52.6631,Mixed
140,13625O,KILNAMONA N S,ENNIS,CO CLARE,,,Clare,CATHOLIC,N,N,N,66,49,115,127416.0,180168.0,-9.077960000000001,52.8676,Mixed
141,13730L,CLOHANES N S,MULLACH,CO CLARE,,,Clare,CATHOLIC,N,N,N,17,24,41,100424.0,169538.0,-9.47546,52.7678,Mixed
142,13738E,BURRANE N S,KILRUSH,CO CLARE,,,Clare,CATHOLIC,N,N,N,32,38,70,108057.0,153546.0,-9.35792,52.6254,Mixed
143,13804O,S N NA CRANNAIGHE,CRANNACH,CILL ROIS,CO CLARE,,Clare,CATHOLIC,N,N,N,12,14,26,117269.0,160895.0,-9.22375,52.6929,Mixed
144,13826B,KILMIHIL N.S.,KILMIHIL,ENNIS,CO CLARE,,Clare,CATHOLIC,N,N,N,54,50,104,110920.0,164290.0,-9.31855,52.7224,Mixed
145,13870E,KILKISHEN N S,SN MUIRE NA D CHOMHAIRL,CILL  CHISIN,ENNIS,CO CLARE,Clare,CATHOLIC,N,N,N,44,60,104,149964.0,172877.0,-8.74201,52.8046,Mixed
146,13876Q,MOVEEN N S,KILKEE,CO CLARE,,,Clare,CATHOLIC,N,N,N,35,34,69,86047.0,155978.0,-9.683689999999999,52.6431,Mixed
147,13942D,S N CILL MUIRE,INIS,CO CLARE,,,Clare,CATHOLIC,N,N,N,80,58,138,147218.0,169951.0,-8.78226,52.7781,Mixed
148,14111L,CROSS N S,KILRUSH,CO CLARE,,,Clare,CATHOLIC,N,N,N,12,13,25,79757.0,151179.0,-9.77484,52.5986,Mixed
149,14468G,KILMALEY N S,ENNIS,CO CLARE,,,Clare,CATHOLIC,N,N,N,61,64,125,125218.0,174911.0,-9.10939,52.82,Mixed
150,14571W,TOMGRANEY N S,TOMGRANEY,LIMERICK,,,Clare,CATHOLIC,N,N,N,46,48,94,163627.0,183100.0,-8.54055,52.8976,Mixed
151,14622N,EIDHNEACH N S,INIS,CO CLARE,,,Clare,CATHOLIC,N,N,N,81,56,137,120664.0,181338.0,-9.17849,52.8771,Mixed
